x,y,z,phi,theta,psi,u,v,w,p,q,r
1.9996206345602778,2.9995906032945,1.999238388059798,-0.0009518208426982901,0.47875167493333104,0.001175545427343385,0.00016690656901622837,-0.008138422899460184,-0.016971381421702902,-0.029974849222340057,-0.4048161650649841,0.02043143819110791
1.997826974883585,2.9979970867111154,1.9968007961792678,-0.004189729247855079,0.42284448171549527,0.005760668430848062,-0.011893293673339229,-0.023376447557040114,-0.04243493047283184,-0.07436361786719656,-0.6772651001453676,0.05886335517315777
1.9935070795212835,2.9945039179517803,1.9922670517795098,-0.010291483235281075,0.3475939753125341,0.01552938390492647,-0.03538944533083272,-0.0445879108567897,-0.07429401604484161,-0.12049221688747863,-0.8009250149254781,0.11014156127115216
1.9859633946836375,2.9884182144287483,1.9850539455384102,-0.019519024321208847,0.2651523165269547,0.031442370910813255,-0.06822870284224447,-0.07060783671766796,-0.11051466461126877,-0.15967327766107764,-0.8340168119936628,0.16618110580924475
1.9749282713350524,2.979050000322763,1.9745026200146798,-0.03194385757559139,0.1823380223333711,0.05353062811309147,-0.10831299636086217,-0.10030081918684162,-0.14937261741762853,-0.1872504612255284,-0.819743467000357,0.21772417924703621
1.9605052750906244,2.9657227297259308,1.960000389133214,-0.047428097090695044,0.10293725590568911,0.08099556205462793,-0.15367983352895906,-0.13261430822463285,-0.1894750236947431,-0.2020698481816262,-0.7776961166489995,0.2570729119059263
1.943085434376142,2.9478109692520147,1.9410699481498164,-0.06557335483970976,0.02944409067894463,0.11241995520017789,-0.20242031260010118,-0.16662085769508192,-0.22977117455225468,-0.20517116617227446,-0.7151862717823463,0.27951054936958364
1.9232438363945084,2.9247889992513794,1.9174197707317666,-0.0856812938428916,-0.03617364608864666,0.1460120899679937,-0.252667395707522,-0.20155881632639439,-0.26957940907954003,-0.19854361419028896,-0.6344543325594169,0.2839676127641724
1.901623500338874,2.8962716239417006,1.8889586541799472,-0.10675870905163735,-0.09216483428875967,0.17982357573452187,-0.30265411175404383,-0.23683589654094866,-0.3086039061735316,-0.18421320325766632,-0.5353759044692602,0.2722134428027078
1.878817449262552,2.8620338654927187,1.8557815106781623,-0.12758012802314794,-0.13678494597147098,0.21191905325058805,-0.3508064970930217,-0.2720190569324525,-0.3469285191144855,-0.1638775796280881,-0.41566022991479834,0.24814334890223863
1.8552528281418048,2.822006560655365,1.818139348822174,-0.14674734359897998,-0.16811932182148054,0.24050371797403888,-0.395921460897195,-0.3067429872735736,-0.3849187304811596,-0.13774328976359534,-0.2718517975724685,0.21651760861545136
1.8310774121544096,2.7762539464702716,1.7764060044173262,-0.16274619209874547,-0.1839235662607655,0.2639850893489521,-0.43729709122730054,-0.3406530053577117,-0.42310249229277835,-0.10492431004395418,-0.09911446462636557,0.18151850491622842
1.8060450404592603,2.7249352905816515,1.7310528391685822,-0.17412847151016403,-0.1810973846468881,0.280940085148961,-0.4747750495263601,-0.373424529981914,-0.46228550926774015,-0.06562336292576748,0.11440728489236421,0.14610584210244085
1.779418108241478,2.668261766842075,1.6826637814292742,-0.17984558344859927,-0.15637956506119777,0.2902948396593895,-0.5080226319154817,-0.4047658311920283,-0.503216701903813,-0.02108501570685347,0.34493264843822197,0.11166165876826155
1.7501300933783164,2.60652161628133,1.6319848883282144,-0.1796801587805167,-0.11138358917730216,0.29233933086694475,-0.5361006522964278,-0.4344344283699763,-0.5449446728209962,0.026709134353977645,0.530671468294264,0.07850440879236538
1.7171434928083307,2.540149644215645,1.5799133492121833,-0.17420884953691107,-0.052053494144203766,0.288565299302356,-0.5584687910151522,-0.46227008854539203,-0.5849857460854776,0.07357007118870548,0.6476785629761714,0.04635668039839033
1.6796906847308017,2.4697407820009887,1.5274198854816698,-0.16453128998072522,0.015218110249832703,0.28059040891280346,-0.5751445196097151,-0.4882028848199031,-0.6209168175554032,0.11445211145054868,0.7049734948137641,0.01421657928804993
1.6373431913170156,2.3959942623328114,1.475450658817438,-0.1519411292438745,0.08543964304177419,0.2696495131880421,-0.5866494900601612,-0.5123303703160575,-0.6512600617310271,0.14640414663809267,0.7182276735029768,-0.016728229824586622
1.5899956288352595,2.3196356338344617,1.4248404537812656,-0.13772704904800556,0.1550158714473536,0.2566385409149121,-0.5936643265471139,-0.5347689886776864,-0.6754823467166367,0.16789443524042558,0.6991928286579364,-0.04480628306010684
1.5378251744056193,2.241352219036083,1.3762464931197214,-0.12308176335147637,0.2212735126288656,0.2422688302015362,-0.5969008830058349,-0.5556044288379932,-0.6937169812449814,0.17833550472655652,0.6551165730458772,-0.06834708123214547
1.4812389166227429,2.1617445185145865,1.3301040381783695,-0.10905859417709848,0.2820814521729803,0.22711671386493437,-0.5970618247913614,-0.5748994659618127,-0.7064999276324587,0.17783530694476243,0.5905322377862967,-0.08682947726222731
1.4208110530260543,2.081296614611225,1.2866050812008754,-0.09655683829499456,0.3356486627804031,0.21161069835911556,-0.5948060088748142,-0.5927107985229579,-0.7145709710555712,0.16720515811883455,0.5087356688658979,-0.10069525756607071
1.3572182565192514,2.000366125311058,1.2457005954651148,-0.08630453573499813,0.3804444524442223,0.19602834673597128,-0.5907124752605449,-0.6091022766263351,-0.7187242011779539,0.14805308082389357,0.41254054762649106,-0.11095584140664701
1.2911835255604331,1.9191919628588194,1.207122884670989,-0.07881129139857602,0.41516682801354704,0.18052278778665756,-0.5852477533471762,-0.6241484282211611,-0.7196840747037513,0.12295514775958012,0.3043863466665599,-0.11876837390388799
1.2234374316691825,1.83791726639513,1.170420384009737,-0.07427422295071617,0.43869285782579615,0.1651854051918286,-0.5787422241071191,-0.637926063224454,-0.7179831085755671,0.09561674809922363,0.1858256588645277,-0.1250596298575588
1.1547031056532284,1.7566243934858194,1.1349935382939746,-0.07244833201597647,0.44994263558747166,0.15013719843639922,-0.5713770416062647,-0.6504960595101729,-0.7138398816921208,0.07080468819632231,0.05623840257297535,-0.13025168105901772
1.0857122640769654,1.6753661916861902,1.1001018637019149,-0.0728218912891341,0.44742156534823996,0.1356433820434534,-0.5631311873079666,-0.6619629422812604,-0.707439563710969,0.04783468661336406,-0.09114171392606003,-0.13410603728175133
1.0172422085779387,1.594170489289359,1.0648722492207614,-0.07483304897213736,0.4297455262644312,0.12211975703705542,-0.5542753201542752,-0.6724035939993303,-0.698928940430801,0.02705088160642473,-0.24193753800498646,-0.13593509864026626
